cd_cvm,nome,denom_social,denom_comerc,setor,setor_cvm,categ_reg,tp_merc,sit_emissor,sit_cvm,gov_listagem_default,cnpj,ticker_b3,controle_acionario,mun,uf,dt_const,dt_reg,auditor
27294,CONCESSIONARIA ROTA DE SANTA MARIA,CONCESSIONARIA ROTA DE SANTA MARIA S.A,CONCESSIONARIA ROTA DE SANTA MARIA S.A,Industria,Serviços Transporte e Logística,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,41.886.692/0001-02,,PRIVADO,SANTA CRUZ DO SUL,RS,2021,2023,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27731,CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO,CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.682.638/0001-07,,PRIVADO,SÃO PAULO,SP,2005,2024,KPMG AUDITORES INDEPENDENTES LTDA.
27464,CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA,CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A,CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,49.314.049/0001-08,,PRIVADO,MATÃO,SP,2023,2024,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27421,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A.,CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,44.319.688/0001-42,,PRIVADO,SANTA ISABEL,SP,2021,2024,KPMG AUDITORES INDEPENDENTES LTDA.
27588,CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE,CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.,CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,51.742.485/0001-20,,PRIVADO,VARGINHA,MG,2023,2024,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27596,CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE,CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.,CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,48.127.008/0001-40,,PRIVADO,POUSO ALEGRE,MG,2022,2024,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27537,CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE,CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.,CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,48.127.012/0001-08,,PRIVADO,UBERLÂNDIA,MG,2022,2024,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27405,CONCESSIONÁRIA VIARIO,CONCESSIONÁRIA VIARIO S.A.,CONCESSIONÁRIA VIARIO S.A.,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,15.440.708/0001-30,,PRIVADO,RIO DE JANEIRO,RJ,2012,2024,KPMG AUDITORES INDEPENDENTES LTDA.
27340,CONSTRUTORA METROCASA,CONSTRUTORA METROCASA S.A.,CONSTRUTORA METROCASA S.A.,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,27.743.642/0001-37,,PRIVADO,SÃO PAULO,SP,2018,2023,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
13030,CONSTRUTORA SULTEPA,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,CONSTRUTORA SULTEPA S/A,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,2.0,89.723.993/0001-33,,PRIVADO,PORTO ALEGRE,RS,1956,1986,MOREIRA ASSOCIADOS AUDITORES INDEPENDENTES S/S
19100,CONTAX (RJ),CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Comunicacao,Emp. Adm. Part. - Comunicação e Informática,Categoria A,BOLSA,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,3.0,04.032.433/0001-80,CTAX4,PRIVADO,RIO DE JANEIRO,RJ,2000,2001,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
19445,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,COPASA MG,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,17.281.106/0001-03,CSMG3,ESTATAL,BELO HORIZONTE,MG,1963,2003,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
14311,COPEL,COMPANHIA PARANAENSE DE ENERGIA COPEL,COPEL,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,76.483.817/0001-20,CPLE11,ESTATAL HOLDING,CURITIBA,PR,1954,1994,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26808,COPEL D,COPEL DISTRIBUIÇÃO S.A.,COPEL DISTRIBUIÇÃO S.A.,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,04.368.898/0001-06,,ESTATAL HOLDING,CURITIBA,PR,1899,2022,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
24740,COPEL GT,COPEL GERAÇÃO E TRANSMISSÃO S/A,COPEL GERAÇÃO E TRANSMISSÃO S/A,Utilities,Energia Elétrica,Categoria B,BALCÃO NÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,04.370.282/0001-70,,ESTATAL HOLDING,CURITIBA,PR,2001,2019,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27669,CORPÓREOS - SERVIÇOS TERAPÊUTICOS,CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.,CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.,Saude,Serviços Médicos,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,08.845.676/0001-98,,PRIVADO,SÃO PAULO,SP,2007,2024,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
27260,CORREDOR LOG.,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO NÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,15.114.494/0001-02,,PRIVADO,SÃO PAULO,SP,2011,2023,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
16748,CORSAN,CIA RIOGRANDENSE DE SANEAMENTO,CORSAN,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,92.802.784/0001-90,,ESTATAL,PORTO ALEGRE,RS,1965,1997,KPMG AUDITORES INDEPENDENTES LTDA.
19836,COSAN,COSAN S.A.,COSAN SA INDUSTRIA E COMERCIO,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,50.746.577/0001-15,CSAN3,PRIVADO,SÃO PAULO,SP,2000,2005,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
18139,COSERN,CIA ENERGÉTICA DO RIO GRANDE DO NORTE,COSERN,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.324.196/0001-81,CSRN6,PRIVADO,NATAL,RN,1961,1999,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
3824,CPFL,COMPANHIA PAULISTA DE FORCA LUZ - CPFL,CPFL,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,33.050.196/0001-88,,PRIVADO,CAMPINAS,SP,1912,1969,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
18660,CPFL ENERGIA,CPFL ENERGIA SA,CPFL ENERGIA S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.429.144/0001-93,CPFE3,PRIVADO HOLDING,CAMPINAS,SP,1998,2000,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
19275,CPFL PIRATININGA,CIA PIRATININGA DE FORÇA E LUZ,CPFL - PIRATININGA,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,04.172.213/0001-51,,PRIVADO,CAMPINAS,SP,2000,2002,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
20540,CPFL RENOVÁVEIS,CPFL ENERGIAS RENOVÁVEIS S.A.,CPFL RENOVÁVEIS,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.439.659/0001-50,CPRE3,PRIVADO,CAMPINAS,SP,2006,2007,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
3204,CPFL TRANSMISSÃO,CPFL TRANSMISSÃO S.A.,CPFL TRANSMISSÃO S.A.,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,92.715.812/0001-31,,ESTATAL,PORTO ALEGRE,RS,1963,1970,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
22683,CPTE,CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA,CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA SA,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,05.336.882/0001-84,,PRIVADO HOLDING,RIO DE JANEIRO,RJ,2002,2011,KPMG AUDITORES INDEPENDENTES LTDA.
27839,CPX DISTRIBUIDORA,CPX DISTRIBUIDORA S.A.,CPX DISTRIBUIDORA S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,10.158.356/0001-01,,PRIVADO,ITAJAÍ,SC,2008,2025,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
20630,CR2 EMPREENDIMENTOS IMOBILIÁRIOS,FICA EMPREENDIMENTOS IMOBILIARIOS S.A.,CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.820.907/0001-46,CRDE3,PRIVADO,SÃO PAULO,SP,2006,2007,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
23833,CRS-MS,CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.,CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,19.642.306/0001-70,,PRIVADO,CAMPO GRANDE,MS,2014,2016,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
19208,CRT,CONCESSIONARIA RIO-TERESOPOLIS SA,CRT SA,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.938.574/0001-05,,PRIVADO,RIO DE JANEIRO,RJ,1995,2001,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
25526,CRUZEIRO DO SUL,CRUZEIRO DO SUL EDUCACIONAL S.A.,CRUZEIRO DO SUL EDUCACIONAL S.A.,Consumo Disc.,Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,62.984.091/0001-02,CSED3,PRIVADO,SÃO PAULO,SP,1970,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
4030,CSN,CIA SIDERURGICA NACIONAL,CSN,Materiais,Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.042.730/0001-04,CSNA3,PRIVADO,SÃO PAULO,SP,1941,1943,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
25585,CSN MINERAÇÃO,CSN MINERAÇÃO S.A.,CSN MINERAÇÃO S.A,Materiais,Extração Mineral,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.902.291/0001-15,CMIN3,PRIVADO,CONGONHAS,MG,2007,2021,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
20044,CSU DIGITAL,CSU DIGITAL S.A.,CSU DIGITAL S.A.,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,01.896.779/0001-38,CSUD3,PRIVADO,BARUERI,SP,1996,2006,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
21032,CTBC TELECOM,ALGAR TELECOM S/A,CTBC TELECOM,Comunicacao,Telecomunicações,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,71.208.516/0001-74,,PRIVADO,UBERLÂNDIA,MG,2004,2007,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
23981,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,06.981.381/0001-13,,PRIVADO,PIRACICABA,SP,2004,2016,KPMG AUDITORES INDEPENDENTES LTDA.
18376,CTEEP,ISA ENERGIA BRASIL S.A.,CTEEP,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.998.611/0001-04,TRPL4,PRIVADO HOLDING,SÃO PAULO,SP,1999,1999,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27103,CTG BRASIL,CHINA THREE GORGES BRASIL ENERGIA S.A.,,Utilities,Energia Elétrica,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,19.014.221/0001-47,,PRIVADO,SÃO PAULO,SP,2013,2023,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
25100,CURY,CURY CONSTRUTORA E INCORPORADORA S.A.,,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.797.760/0001-83,CURY3,PRIVADO,SÃO PAULO,SP,2019,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
23310,CVC,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,Consumo Disc.,Hospedagem e Turismo,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,10.760.260/0001-19,CVCB3,PRIVADO,SANTO ANDRÉ,SP,2009,2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
25542,CVLB BRASIL,CVLB BRASIL S.A.,,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,,FASE OPERACIONAL,ATIVO,2.0,16.233.389/0001-55,,PRIVADO,RIO DE JANEIRO,RJ,1968,2021,KPMG AUDITORES INDEPENDENTES LTDA.
14460,CYRELA,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,CYRELA BRAZIL REALTY S.A.,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,73.178.600/0001-18,CYRE3,PRIVADO,SÃO PAULO,SP,1973,1994,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
25046,D1000,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,12.108.897/0001-50,DMVF3,PRIVADO HOLDING,RIO DE JANEIRO,RJ,2010,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
19623,DASA,DIAGNOSTICOS DA AMERICA SA,DIAGNOSTICOS DA AMERICA SA,Saude,Serviços Médicos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.486.650/0001-83,DASA3,PRIVADO,BARUERI,SP,1961,2004,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
3077,DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,17.245.234/0001-00,CEDO4,PRIVADO,BELO HORIZONTE,MG,1883,1969,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
18708,DE PARTICIPAÇÕES ALIANÇA DA BAHIA,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,01.938.783/0001-11,,PRIVADO HOLDING,SALVADOR,BA,1997,2000,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
22594,DESENVIX,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,DESENVIX ENERGIAS RENOVÁVEIS SA,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,CANCELADA,3.0,00.622.416/0001-41,,PRIVADO,FLORIANÓPOLIS,SC,1995,2011,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26026,DESKTOP,DESKTOP S.A,DESKTOP S.A,Comunicacao,Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.170.849/0001-15,DESK3,PRIVADO,NOVA ODESSA,SP,2006,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
21091,DEXCO,DEXCO S.A.,DEXCO S.A.,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,97.837.181/0001-47,DXCO3,PRIVADO,SÃO PAULO,SP,1962,2007,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
16632,DEXXOS PARTICPAÇÕES,DEXXOS PARTICIPAÇÕES S.A.,DEXXOS PARTICPAÇÕES S.A.,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.193.750/0001-52,,PRIVADO,RIO DE JANEIRO,RJ,1997,1997,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
20052,DINÂMICA ENERGIA,DINAMICA ENERGIA S/A,DINAMICA ENERGIA S/A,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,07.659.538/0001-51,,PRIVADO,RIO DE JANEIRO,RJ,2005,2006,"BKR - LOPES, MACHADO AUDITORES"
21350,DIRECIONAL,DIRECIONAL ENGENHARIA SA,DIRECIONAL ENGENHARIA SA,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,16.614.075/0001-00,DIRR3,PRIVADO HOLDING,BELO HORIZONTE,MG,1981,2008,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
5207,DOHLER,DOHLER S.A.,DOHLER,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,84.683.408/0001-03,DOHL4,PRIVADO,JOINVILLE,SC,1755,1973,VGA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES LTDA
25836,DOTZ,DOTZ S.A.,DOTZ S.A,Comunicacao,Comunicação e Informática,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,18.174.270/0001-84,DOTZ3,PRIVADO HOLDING,SÃO PAULO,SP,2013,2021,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
18597,DTCOM,DTCOM - DIRECT TO COMPANY S.A.,DTCOM,Comunicacao,Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,03.303.999/0001-36,,PRIVADO,QUATRO BARRAS,PR,1999,2000,MÜLLER & PREI AUDITORES INDEPENDENTES S/S
18368,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA",RIO PARANAPANEMA ENERGIA SA,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.998.301/0001-81,GPAR3,PRIVADO,SÃO PAULO,SP,1999,1999,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
23582,ECO101 CONCESSIONÁRIA DE RODOVIAS,ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.,ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,15.484.093/0001-44,,PRIVADO,SERRA,ES,2012,2015,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
24139,ECOPONTE,CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE,CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,22.163.297/0001-49,,PRIVADO,NITERÓI,RJ,2015,2017,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27456,ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS,ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.,ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,29.884.545/0001-90,,PRIVADO,NITERÓI,RJ,2018,2024,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
19453,ECORODOVIAS,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,04.149.454/0001-80,ECOR3,ESTATAL HOLDING,SÃO PAULO,SP,2000,2003,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
21903,ECORODOVIAS CONC.,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,08.873.873/0001-10,,PRIVADO HOLDING,SÃO BERNARDO DO CAMPO,SP,2007,2009,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
26638,ECOVIAS DO ARAGUAIA,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,15.090.690/0001-94,,PRIVADO,ANÁPOLIS,GO,2011,2022,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
26581,ECOVIAS DO CERRADO,CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.,CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,35.593.905/0001-05,,PRIVADO,UBERLÂNDIA,MG,2019,2022,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
22411,ECOVIAS DOS IMIGRANTES,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS,CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,10.841.050/0001-55,,PRIVADO,SÃO PAULO,SP,2009,2011,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
20397,ECOVIAS DOS IMIGRANTES,CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA,ECOVIAS DOS IMIGRANTES,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,02.509.491/0001-26,,PRIVADO,SÃO BERNARDO DO CAMPO,SP,1998,2006,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
19763,EDP ENERGIAS DO BRASIL,EDP ENERGIAS DO BRASIL S/A,EDP ENERGIAS DO BRASIL S/A,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,03.983.431/0001-03,ENBR3,ESTRANGEIRO HOLDING,SÃO PAULO,SP,2000,2005,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26875,EIXO SP CONCESSIONARIA DE RODOVIAS,EIXO SP CONCESSIONARIA DE RODOVIAS S.A.,,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,36.146.575/0001-64,,PRIVADO,SÃO CARLOS,SP,2020,2022,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
22810,ELDORADO,ELDORADO BRASIL CELULOSE S.A.,ELDORADO CELULOSE E PAPEL S/A,Materiais,Papel e Celulose,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,07.401.436/0001-31,,PRIVADO HOLDING,SÃO PAULO,SP,2005,2012,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
26948,ELEA DIGITAL,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,Comunicacao,Comunicação e Informática,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,35.980.592/0001-30,,PRIVADO,RIO DE JANEIRO,RJ,2020,2022,MCS MARKUP AUDITORES INDEPENDENTES S/S LTDA
