cd_cvm,nome,denom_social,denom_comerc,setor,setor_cvm,categ_reg,tp_merc,sit_emissor,sit_cvm,gov_listagem_default,cnpj,ticker_b3,controle_acionario,mun,uf,dt_const,dt_reg,auditor
9067,SUZANO HOLDING,SUZANO HOLDING S.A.,SUZANO HOLDING S.A.,Materiais,Emp. Adm. Part. - Papel e Celulose,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,60.651.809/0001-05,,PRIVADO,SÃO PAULO,SP,1954,1982,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
21040,SYN PROP & TECH,SYN PROP & TECH S.A.,SYN PROP & TECH S.A.,Imobiliario,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.801.621/0001-86,SYNE3,PRIVADO,SÃO PAULO,SP,2007,2007,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
13781,SÃO CARLOS,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,29.780.061/0001-09,SCAR3,PRIVADO,SÃO PAULO,SP,1985,1991,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
5983,SÃO JOSÉ,FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL,SÃO JOSÉ,Consumo Disc.,Têxtil e Vestuário,Categoria A,,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,2.0,17.159.005/0001-64,,PRIVADO,RECIFE,PE,1933,1971,PHF - AUDITORES INDEPENDENTES S/S
20516,SÃO MARTINHO,SÃO MARTINHO SA,SÃO MARTINHO SA,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,51.466.860/0001-56,SMTO3,PRIVADO,PRADÓPOLIS,SP,1937,2007,KPMG AUDITORES INDEPENDENTES LTDA.
9415,SÃO PAULO TURISMO,SÃO PAULO TURISMO S.A.,SÃO PAULO TURISMO S. A.,Consumo Disc.,Emp. Adm. Part. - Hospedagem e Turismo,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,62.002.886/0001-60,,ESTATAL,SÃO PAULO,SP,1968,1977,TBRT AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
22454,T4F,T4F ENTRETENIMENTO SA,T4F ENTRETENIMENTO SA,Consumo Disc.,Brinquedos e Lazer,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.860.694/0001-62,SHOW3,PRIVADO,SÃO PAULO,SP,1998,2011,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
20257,TAESA,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.859.971/0001-30,TAEE11,PRIVADO,RIO DE JANEIRO,RJ,2006,2006,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
24481,TAPAJÓS TRANSMISSORA DE ENERGIA,TAPAJÓS TRANSMISSORA DE ENERGIA S.A.,TAPAJÓS TRANSMISSORA DE ENERGIA S.A.,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,27.967.244/0001-02,,PRIVADO,RIO DE JANEIRO,RJ,2017,2018,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
6173,TAURUS ARMAS,TAURUS ARMAS S.A.,TAURUS ARMAS S.A.,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,92.781.335/0001-02,TASA4,PRIVADO,SÃO LEOPOLDO,RS,,1982,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
26077,TC,TC S.A.,,Comunicacao,Comunicação e Informática,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,26.345.998/0001-50,,PRIVADO,SÃO PAULO,SP,2016,2021,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
24066,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,CANCELADA,2.0,12.919.786/0001-24,,PRIVADO,PARANAGUÁ,PR,2010,2016,KPMG AUDITORES INDEPENDENTES LTDA.
22519,TECHNOS,TECHNOS SA,TECHNOS SA,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,09.295.063/0001-97,TECN3,PRIVADO,RIO DE JANEIRO,RJ,2007,2011,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
26760,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,,FASE OPERACIONAL,ATIVO,2.0,17.359.233/0001-88,,PRIVADO,CONTAGEM,MG,1968,2022,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
20435,TECNISA,TECNISA S/A,TECNISA S/A,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.065.557/0001-12,TCSA3,PRIVADO,SÃO PAULO,SP,2006,2007,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27847,TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA,TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.,TECNOGERA-LOCAÇÃO E TRANSFORMAÇÃO DE ENERGIA S.A.,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria B,,FASE OPERACIONAL,ATIVO,2.0,08.100.057/0001-74,,PRIVADO,SÃO BERNARDO DO CAMPO,SP,2006,2025,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
20800,TEGMA,TEGMA GESTÃO LOGÍSTICA SA,TEGMA GESTÃO LOGÍSTICA SA,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.351.144/0001-18,TGMA3,PRIVADO,SÃO BERNARDO DO CAMPO,SP,1998,2007,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
25844,TEGRA INCORPORADORA,TEGRA INCORPORADORA S.A.,,Imobiliario,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,30.213.493/0001-09,,PRIVADO,SÃO PAULO,SP,2018,2021,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
11231,TEKNO,TEKNO S.A. INDÚSTRIA E COMÉRCIO,TEKNO,Materiais,Emp. Adm. Part. - Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,CANCELADA,3.0,33.467.572/0001-34,TKNO3,PRIVADO,GUARATINGUETÁ,SP,1939,1977,KPMG AUDITORES INDEPENDENTES LTDA.
11258,TELEBRAS,TELEC. BRASILEIRAS S.A. - TELEBRÁS,TELEBRAS,Comunicacao,Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.336.701/0001-04,TELB3,ESTATAL,BRASÍLIA,DF,1972,1981,CONSULT - AUDITORES INDEPENDENTES
21148,TENDA,CONSTRUTORA TENDA S/A,CONSTRUTORA TENDA S/A,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,71.476.527/0001-35,TEND3,PRIVADO,SÃO PAULO,SP,1994,2007,KPMG AUDITORES INDEPENDENTES LTDA.
23329,TERMELÉTRICA PERNAMBUCO III,TERMELÉTRICA PERNAMBUCO III S.A.,,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,10.502.676/0001-37,,PRIVADO,IGARASSU,PE,2008,2013,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
19852,TERMOPERNAMBUCO,TERMOPERNAMBUCO SA,TERMOPERNAMBUCO SA,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,CANCELADA,3.0,03.795.050/0001-09,,PRIVADO,RIO DE JANEIRO,RJ,2000,2005,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27804,TERP GLBL BRASIL I PARTICIPAÇÕES,TERP GLBL BRASIL I PARTICIPAÇÕES S.A.,TERP GLBL BRASIL I PARTICIPAÇÕES S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,21.748.188/0001-20,,PRIVADO,RIO DE JANEIRO,RJ,2015,2025,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
26182,TEUTO,LABORATÓRIO TEUTO BRASILEIRO S.A.,LABORATÓRIO TEUTO BRASILEIRO S.A.,Saude,Farmacêutico e Higiene,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,17.159.229/0001-76,,PRIVADO,ANÁPOLIS,GO,1957,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
26255,TIGRE PARTICIPAÇÕES,TIGRE S.A. PARTICIPAÇÕES,TIGRE S.A. PARTICIPAÇÕES,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria B,,FASE OPERACIONAL,ATIVO,2.0,84.684.455/0001-63,,PRIVADO,JOINVILLE,SC,1949,2021,KPMG AUDITORES INDEPENDENTES LTDA.
24929,TIM,TIM S.A.,TIM S.A.,Comunicacao,Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.421.421/0001-11,TIMS3,PRIVADO HOLDING,RIO DE JANEIRO,RJ,1998,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27090,TIM BRASIL,TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.,TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.,Comunicacao,Telecomunicações,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,02.600.854/0001-34,,ESTRANGEIRO HOLDING,RIO DE JANEIRO,RJ,1998,2023,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
19992,TOTVS,TOTVS S.A,TOTVS S.A,Comunicacao,Comunicação e Informática,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,53.113.791/0001-22,TOTS3,PRIVADO,SÃO PAULO,SP,1983,2006,KPMG AUDITORES INDEPENDENTES LTDA.
19330,TPI,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,TPI,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,03.014.553/0001-91,TPIS3,PRIVADO HOLDING,SÃO PAULO,SP,1999,2002,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
25208,TRACK&FIELD,TRACK & FIELD CO S.A,,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,59.418.806/0001-47,TFCO4,PRIVADO,SÃO PAULO,SP,1988,2020,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
17329,TRACTEBEL,ENGIE BRASIL ENERGIA S.A.,TRACTEBEL ENERGIA,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.474.103/0001-19,EGIE3,PRIVADO,FLORIANÓPOLIS,SC,1998,1998,KPMG AUDITORES INDEPENDENTES LTDA.
22225,TRANSBRASILIANA,TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA,TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,09.074.183/0001-64,,PRIVADO,LINS,SP,2007,2010,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
26654,TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE,TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A.,TRANSMISSORA JOSÉ MARIA DE MACEDO DE ELETRICIDADE S.A,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,21.728.083/0001-00,,PRIVADO HOLDING,SÃO PAULO,SP,2015,2022,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
20443,TRANSNORDESTINA LOGISTICA,TRANSNORDESTINA LOGISTICA SA,TRANSNORDESTINA LOGISTICA SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,02.281.836/0001-37,,PRIVADO,FORTALEZA,CE,1998,2007,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
8192,TREVISA INVESTIMENTOS,TREVISA  INVESTIMENTOS SA,TREVISA INVESTIMENTOS SA,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,92.660.570/0001-26,,PRIVADO,PORTO ALEGRE,RS,1930,1980,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
21130,TRISUL,TRISUL S/A,TRISUL,Imobiliario,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.811.643/0001-27,TRIS3,PRIVADO,SÃO PAULO,SP,2007,2007,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
25950,TRÊS TENTOS,TRÊS TENTOS AGROINDUSTRIAL S.A.,TRÊS TENTOS AGROINDUSTRIAL S.A.,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,94.813.102/0001-70,,PRIVADO,SANTA BÁRBARA DO SUL,RS,2011,2021,KPMG AUDITORES INDEPENDENTES LTDA.
26000,TS AGRO,TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.,TS AGRO S.A.,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,40.337.136/0001-06,,PRIVADO,SÃO PAULO,SP,2021,2021,KPMG AUDITORES INDEPENDENTES LTDA.
27944,TUPI ENERGIAS RENOVÁVEIS,TUPI ENERGIAS RENOVÁVEIS S.A.,TUPI ENERGIAS RENOVÁVEIS S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,59.115.685/0001-64,,PRIVADO,SÃO PAULO,SP,2025,2025,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
6343,TUPY,TUPY SA,TUPY,Materiais,Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,84.683.374/0001-49,TUPY3,PRIVADO,JOINVILLE,SC,1938,1966,KPMG AUDITORES INDEPENDENTES LTDA.
27197,TURBI COMPARTILHAMENTO DE VEÍCULOS,TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.,TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,26.982.634/0001-80,,PRIVADO,SÃO PAULO,SP,2016,2023,KPMG AUDITORES INDEPENDENTES LTDA.
18465,ULTRAPAR,ULTRAPAR PARTICIPAÇÕES SA,ULTRAPAR PARTICIPAÇÕES SA,Energia,Emp. Adm. Part. - Petróleo e Gás,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.256.439/0001-39,UGPA3,PRIVADO,SÃO PAULO,SP,1953,1999,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
22780,UNICASA INDÚSTRIA DE MÓVEIS,UNICASA INDÚSTRIA DE MÓVEIS S.A.,,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,90.441.460/0001-48,UCAS3,PRIVADO,BENTO GONÇALVES,RS,1985,2012,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27162,UNIDAS LOCADORA,UNIDAS LOCADORA S.A.,UNIDAS LOCADORA S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,45.736.131/0001-70,,PRIVADO,BELO HORIZONTE,MG,2022,2023,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
23280,UNIDAS LOCAÇÕES E SERVIÇOS,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,,Industria,Serviços Transporte e Logística,Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,75.609.123/0001-23,,PRIVADO,CURITIBA,PR,1973,2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
26050,UNIFIQUE,UNIFIQUE TELECOMUNICAÇÕES S.A.,,Comunicacao,Emp. Adm. Part. - Telecomunicações,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,02.255.187/0001-08,,PRIVADO,TIMBÓ,SC,1997,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
11592,UNIPAR,UNIPAR CARBOCLORO S.A.,UNIPAR CARBOCLORO S.A.,Materiais,Petroquímicos e Borracha,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.958.695/0001-78,UNIP6,PRIVADO,SÃO PAULO,SP,1969,1971,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27766,UNIÃO PET PARTICIPAÇÕES,UNIÃO PET PARTICIPAÇÕES S.A.,UNIÃO PET PARTICIPAÇÕES S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,,FASE OPERACIONAL,ATIVO,2.0,53.153.938/0001-08,,PRIVADO,SÃO PAULO,SP,1983,2025,KPMG AUDITORES INDEPENDENTES LTDA.
26867,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,Saude,Farmacêutico e Higiene,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,60.665.981/0001-18,,PRIVADO,EMBU-GUAÇU,SP,1936,2022,KPMG AUDITORES INDEPENDENTES LTDA.
25437,URBA,URBA DESENVOLVIMENTO URBANO S.A.,,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,10.571.175/0001-02,,PRIVADO,BELO HORIZONTE,MG,2009,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
14320,USIMINAS,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,USIMINAS,Materiais,Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,60.894.730/0001-05,USIM5,PRIVADO,BELO HORIZONTE,MG,1956,1994,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24945,USINA TERMELÉTRICA PAMPA SUL,USINA TERMELÉTRICA PAMPA SUL S.A.,USINA TERMELÉTRICA PAMPA SUL S.A.,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,04.739.720/0001-24,,PRIVADO,PELOTAS,RS,2001,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27022,V.TAL,V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.,BRASIL TELECOM,Comunicacao,Telecomunicações,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,02.041.460/0001-93,,PRIVADO,SÃO PAULO,SP,1997,2022,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
4170,VALE,VALE S.A.,VALE,Materiais,Extração Mineral,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.592.510/0001-54,VALE3,PRIVADO,RIO DE JANEIRO,RJ,1942,1970,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
20028,VALID,VALID SOLUÇÕES S.A.,AMERICAN BANKNOTE COMPANY,Comunicacao,Comunicação e Informática,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.113.309/0001-47,VLID3,PRIVADO,SOROCABA,SP,1957,2006,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24716,VAMOS,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.","VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,23.373.000/0001-32,VAMO3,PRIVADO,SÃO PAULO,SP,2015,2019,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26409,VERO,VERO S.A.,VERO S.A.,Comunicacao,Telecomunicações,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,31.748.174/0001-60,,PRIVADO,SÃO PAULO,SP,2018,2021,KPMG AUDITORES INDEPENDENTES LTDA.
27936,VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS,VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS S.A.,VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,47.155.252/0001-53,,PRIVADO,CURITIBA,PR,2022,2025,KPMG AUDITORES INDEPENDENTES LTDA.
26859,VIA CATARINA,CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.,Industria,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,36.763.716/0001-98,,PRIVADO,CAPIVARI DE BAIXO,SC,2020,2022,KPMG AUDITORES INDEPENDENTES LTDA.
25607,VIAPAULISTA,VIAPAULISTA S.A.,VIAPAULISTA S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,28.019.100/0001-89,,PRIVADO,RIBEIRÃO PRETO,SP,2017,2021,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
22543,VIARONDON CONCESSIONÁRIA DE RODOVIA,VIARONDON CONCESSIONÁRIA DE RODOVIA SA,VIARONDON CONCESSIONÁRIA DE RODOVIA SA,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,10.635.691/0001-53,,PRIVADO HOLDING,LINS,SP,2007,2011,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
24295,VIBRA,VIBRA ENERGIA S/A,VIBRA ENERGIA S/A,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,34.274.233/0001-02,VBBR3,PRIVADO,RIO DE JANEIRO,RJ,1971,2017,KPMG AUDITORES INDEPENDENTES LTDA.
26980,VIPAL,BORRACHAS VIPAL S.A.,BORRACHAS VIPAL S.A.,Materiais,Petroquímicos e Borracha,Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,87.870.952/0001-44,,PRIVADO,NOVA PRATA,RS,1971,2022,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27510,VITAL ENGENHARIA AMBIENTAL,VITAL ENGENHARIA AMBIENTAL S.A.,VITAL ENGENHARIA AMBIENTAL S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,02.536.066/0001-26,,PRIVADO,RIO DE JANEIRO,RJ,1998,2024,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
27057,VITRU,VITRU EDUCAÇÃO S.A.,,Consumo Disc.,Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,20.512.706/0001-40,VTRU3,PRIVADO HOLDING,SÃO PAULO,SP,2014,2023,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
25763,VITTIA,VITTIA S.A.,VITTIA S.A.,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,45.365.558/0001-09,,PRIVADO,SÃO JOAQUIM DA BARRA,SP,1971,2021,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
24805,VIVARA PARTICIPAÇÕES,VIVARA PARTICIPAÇÕES S.A.,VIVARA PARTICIPAÇÕES S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.839.910/0001-11,VIVA3,PRIVADO,SÃO PAULO,SP,2019,2019,KPMG AUDITORES INDEPENDENTES LTDA.
20702,VIVER,VIVER INCORPORADORA E CONSTRUTORA S.A,VIVER,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,67.571.414/0001-41,VIVR3,PRIVADO HOLDING,SÃO PAULO,SP,1992,2007,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
17671,VIVO,TELEFÔNICA BRASIL S.A.,TELEFÔNICA BRASIL,Comunicacao,Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.558.157/0001-62,VIVT3,PRIVADO,SÃO PAULO,SP,1998,1998,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
21202,VIX LOGÍSTICA,VIX LOGÍSTICA S/A,VIX LOGÍSTICA S/A,Industria,Serviços Transporte e Logística,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,32.681.371/0001-72,VLOG3,PRIVADO,VITÓRIA,ES,2003,2007,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27324,VOKE,VOKE S.A.,VOKE S.A.,Comunicacao,Emp. Adm. Part. - Comunicação e Informática,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,04.212.396/0001-91,,PRIVADO,SÃO PAULO,SP,2011,2023,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27189,VOTORANTIM CIMENTOS,VOTORANTIM CIMENTOS S.A.,,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,01.637.895/0001-32,,PRIVADO,SÃO PAULO,SP,1997,2023,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27235,VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.,VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria B,,FASE OPERACIONAL,ATIVO,2.0,41.570.356/0001-48,,PRIVADO,INDAIATUBA,SP,2021,2023,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
